timestamp,open,high,low,close,volume
2026-02-05 16:00:00,84.61,86.2,81.21,81.68,1963466.057
2026-02-05 20:00:00,81.68,82.3,77.6,78.35,3006059.477
2026-02-06 00:00:00,78.34,80.3,67.5,76.71,4857838.166
2026-02-06 04:00:00,76.71,81.65,76.22,79.59,1318254.13
2026-02-06 08:00:00,79.6,82.04,78.67,81.36,1054296.776
2026-02-06 12:00:00,81.36,85.19,80.85,84.49,1705060.251
2026-02-06 16:00:00,84.48,88.72,83.66,87.09,1733549.251
2026-02-06 20:00:00,87.09,89.84,86.6,87.46,1142097.192
2026-02-07 00:00:00,87.45,88.39,85.91,88.1,818660.407
2026-02-07 04:00:00,88.09,89.04,84.16,85.29,975611.031
2026-02-07 08:00:00,85.29,85.74,84.51,84.91,448696.289
2026-02-07 12:00:00,84.9,87.2,84.85,86.57,569529.976
2026-02-07 16:00:00,86.56,89.19,86.17,88.3,1331970.845
2026-02-07 20:00:00,88.3,89.2,86.86,87.59,342180.932
2026-02-08 00:00:00,87.59,88.22,86.7,86.82,222639.846
2026-02-08 04:00:00,86.82,87.56,86.63,87.42,226616.219
2026-02-08 08:00:00,87.41,88.99,86.44,88.25,569978.386
2026-02-08 12:00:00,88.25,88.89,87.35,87.77,517939.822
2026-02-08 16:00:00,87.78,88.61,85.77,88.41,482648.823
2026-02-08 20:00:00,88.41,89.08,86.06,86.99,515175.587
2026-02-09 00:00:00,86.99,87.98,85.75,87.67,527305.418
2026-02-09 04:00:00,87.67,87.72,85.19,85.5,493099.359
2026-02-09 08:00:00,85.5,85.64,82.86,83.47,774366.769
2026-02-09 12:00:00,83.48,85.8,83.45,85.28,637293.722
2026-02-09 16:00:00,85.28,88.69,84.81,87.97,853076.189
2026-02-09 20:00:00,87.96,88.31,86.53,86.77,382510.959
2026-02-10 00:00:00,86.77,87.49,85.26,85.87,402093.534
2026-02-10 04:00:00,85.86,86.67,84.3,84.63,497685.532
2026-02-10 08:00:00,84.64,85.09,83.77,83.85,455095.703
2026-02-10 12:00:00,83.85,85.24,83.2,84.3,798245.638
2026-02-10 16:00:00,84.3,85.14,82.44,83.08,486935.392
2026-02-10 20:00:00,83.08,83.23,81.91,82.99,335156.306
2026-02-11 00:00:00,82.99,84.39,82.59,83.34,317157.796
2026-02-11 04:00:00,83.34,83.54,80.28,81.0,549886.454
2026-02-11 08:00:00,81.0,81.47,80.38,81.26,369689.127
2026-02-11 12:00:00,81.25,83.17,78.56,79.72,1281109.036
2026-02-11 16:00:00,79.72,80.94,78.04,79.72,711553.118
2026-02-11 20:00:00,79.72,81.11,78.8,79.3,585517.789
2026-02-12 00:00:00,79.31,80.79,79.26,80.62,286003.683
2026-02-12 04:00:00,80.63,80.99,79.5,80.77,278474.154
2026-02-12 08:00:00,80.77,82.25,80.32,81.87,426871.075
2026-02-12 12:00:00,81.87,82.13,80.1,80.12,655744.329
2026-02-12 16:00:00,80.13,80.22,77.03,77.62,927205.54
2026-02-12 20:00:00,77.62,78.52,76.6,78.4,621931.336
2026-02-13 00:00:00,78.39,79.48,77.53,79.05,370604.061
2026-02-13 04:00:00,79.05,79.27,77.85,78.99,343878.437
2026-02-13 08:00:00,78.99,80.62,78.86,80.31,453099.44
2026-02-13 12:00:00,80.31,84.34,79.73,83.2,994476.772
2026-02-13 16:00:00,83.2,85.63,82.92,84.66,834107.956
2026-02-13 20:00:00,84.65,85.19,84.12,84.33,374223.606
2026-02-14 00:00:00,84.34,85.3,84.21,85.06,289428.397
2026-02-14 04:00:00,85.07,85.27,84.35,85.19,156035.425
2026-02-14 08:00:00,85.19,87.33,85.16,87.29,581740.68
2026-02-14 12:00:00,87.29,87.69,86.0,87.44,570822.943
2026-02-14 16:00:00,87.44,88.47,86.99,88.2,665986.607
2026-02-14 20:00:00,88.21,88.9,87.29,88.06,434593.163
2026-02-15 00:00:00,88.06,88.78,87.31,88.61,477493.402
2026-02-15 04:00:00,88.6,90.98,88.35,90.74,806233.048
2026-02-15 08:00:00,90.74,91.26,89.01,89.17,713517.754
2026-02-15 12:00:00,89.18,89.63,86.66,87.42,766136.528
2026-02-15 16:00:00,87.41,87.88,85.2,85.34,714921.002
2026-02-15 20:00:00,85.35,86.7,84.89,86.16,450783.666
2026-02-16 00:00:00,86.15,86.63,84.79,85.14,667949.308
2026-02-16 04:00:00,85.15,85.91,84.47,85.06,346888.912
2026-02-16 08:00:00,85.07,86.26,84.49,85.52,431369.74
2026-02-16 12:00:00,85.52,86.93,82.55,83.21,1202171.279
2026-02-16 16:00:00,83.21,85.16,83.1,84.61,631216.887
2026-02-16 20:00:00,84.62,86.66,84.5,86.45,280155.685
2026-02-17 00:00:00,86.45,87.69,85.76,86.37,299751.05
2026-02-17 04:00:00,86.37,86.8,85.45,86.49,271821.33
2026-02-17 08:00:00,86.48,86.77,84.75,85.1,286692.036
2026-02-17 12:00:00,85.11,85.58,82.92,83.81,918074.82
2026-02-17 16:00:00,83.8,85.76,83.13,84.87,672706.801
2026-02-17 20:00:00,84.86,85.44,84.53,85.08,325609.828
2026-02-18 00:00:00,85.09,85.49,83.92,85.33,469767.043
2026-02-18 04:00:00,85.34,85.54,84.68,85.28,191825.649
2026-02-18 08:00:00,85.28,86.09,82.83,82.86,707916.188
2026-02-18 12:00:00,82.87,84.01,81.72,83.01,893829.759
2026-02-18 16:00:00,83.0,83.09,80.48,80.93,615426.553
2026-02-18 20:00:00,80.93,81.64,80.85,81.61,258838.778
2026-02-19 00:00:00,81.61,82.07,81.25,81.77,164987.112
2026-02-19 04:00:00,81.77,82.67,81.38,82.41,578429.861
2026-02-19 08:00:00,82.4,82.42,80.91,81.24,312028.085
2026-02-19 12:00:00,81.24,81.32,79.61,80.64,871083.315
2026-02-19 16:00:00,80.63,82.2,79.92,81.95,569169.832
2026-02-19 20:00:00,81.94,82.57,81.68,82.5,352579.285
2026-02-20 00:00:00,82.5,83.54,82.33,83.04,484575.741
2026-02-20 04:00:00,83.05,83.93,82.38,83.46,352315.371
2026-02-20 08:00:00,83.45,84.84,83.3,83.58,667959.132
2026-02-20 12:00:00,83.58,84.78,81.77,84.38,1113123.094
2026-02-20 16:00:00,84.38,85.49,82.82,84.75,839756.204
2026-02-20 20:00:00,84.75,85.23,84.12,84.67,296827.217
2026-02-21 00:00:00,84.68,85.03,84.24,84.35,244834.547
2026-02-21 04:00:00,84.35,84.78,83.97,84.24,191204.992
2026-02-21 08:00:00,84.24,85.7,84.19,85.4,253890.125
2026-02-21 12:00:00,85.4,86.72,85.0,86.58,560131.305
2026-02-21 16:00:00,86.59,86.72,85.82,86.22,273165.296
2026-02-21 20:00:00,86.21,86.21,85.12,85.17,257522.597
2026-02-22 00:00:00,85.17,85.6,84.73,85.08,373587.245
2026-02-22 04:00:00,85.08,85.58,84.81,85.24,156836.219
2026-02-22 08:00:00,85.25,85.47,84.87,85.27,189820.253
2026-02-22 12:00:00,85.28,85.33,82.98,83.5,605586.526
2026-02-22 16:00:00,83.49,83.63,82.82,83.3,206105.59
2026-02-22 20:00:00,83.3,83.71,82.48,82.79,266916.763
2026-02-23 00:00:00,82.8,82.85,77.28,77.66,1532442.0
2026-02-23 04:00:00,77.66,79.69,77.15,79.4,782254.487
2026-02-23 08:00:00,79.4,80.69,78.53,80.05,565368.231
2026-02-23 12:00:00,80.06,81.13,79.2,79.4,789672.182
2026-02-23 16:00:00,79.39,79.8,77.27,78.29,1029792.145
2026-02-23 20:00:00,78.28,78.92,77.63,77.9,463844.338
2026-02-24 00:00:00,77.91,78.53,75.74,76.87,803680.301
2026-02-24 04:00:00,76.88,77.36,76.11,76.84,639815.22
2026-02-24 08:00:00,76.85,77.2,76.0,76.77,350066.337
2026-02-24 12:00:00,76.78,77.49,75.63,77.3,738812.029
2026-02-24 16:00:00,77.3,78.51,77.23,78.38,555440.053
2026-02-24 20:00:00,78.38,79.62,78.12,78.99,505014.436
2026-02-25 00:00:00,78.99,82.99,78.73,81.75,1007253.967
2026-02-25 04:00:00,81.75,82.43,80.98,82.19,522305.824
2026-02-25 08:00:00,82.19,83.42,81.93,83.39,430794.95
2026-02-25 12:00:00,83.38,86.46,82.89,85.98,1251514.679
2026-02-25 16:00:00,85.98,89.65,85.97,89.43,1161364.348
2026-02-25 20:00:00,89.43,92.1,87.07,88.06,1259515.647
2026-02-26 00:00:00,88.05,89.27,87.53,87.95,809196.666
2026-02-26 04:00:00,87.95,89.05,87.22,87.24,460862.95
2026-02-26 08:00:00,87.24,88.71,86.6,86.82,466378.44
2026-02-26 12:00:00,86.82,88.26,85.27,86.56,621958.742
2026-02-26 16:00:00,86.57,86.75,84.34,86.47,737319.89
2026-02-26 20:00:00,86.47,86.87,85.73,85.91,261174.291
2026-02-27 00:00:00,85.91,87.82,85.19,87.63,331556.019
2026-02-27 04:00:00,87.63,88.29,86.81,87.31,371654.863
2026-02-27 08:00:00,87.31,87.93,83.35,83.59,631826.713
2026-02-27 12:00:00,83.59,83.76,81.95,82.7,917546.351
2026-02-27 16:00:00,82.7,82.7,81.11,81.57,655568.69
2026-02-27 20:00:00,81.57,82.11,80.32,81.85,462346.723
2026-02-28 00:00:00,81.84,82.27,81.55,81.74,195519.451
2026-02-28 04:00:00,81.75,81.9,77.12,78.71,1158965.034
2026-02-28 08:00:00,78.7,79.6,77.74,78.78,1076217.7
2026-02-28 12:00:00,78.78,81.51,78.59,80.92,972036.663
2026-02-28 16:00:00,80.91,82.91,80.5,82.21,612172.335
2026-02-28 20:00:00,82.22,85.65,81.97,84.35,722788.696
2026-03-01 00:00:00,84.35,88.9,84.25,88.02,1243291.938
2026-03-01 04:00:00,88.02,88.26,86.16,86.63,577621.131
2026-03-01 08:00:00,86.63,86.83,84.71,85.18,563401.528
2026-03-01 12:00:00,85.18,86.98,84.51,85.67,647556.015
2026-03-01 16:00:00,85.67,86.1,83.03,83.23,723186.569
2026-03-01 20:00:00,83.23,84.12,81.69,83.6,680137.041
2026-03-02 00:00:00,83.61,86.18,83.46,84.78,654789.29
2026-03-02 04:00:00,84.78,84.84,82.38,82.95,490483.056
2026-03-02 08:00:00,82.96,84.29,82.37,83.89,580427.612
2026-03-02 12:00:00,83.88,88.98,82.78,88.77,1522735.295
2026-03-02 16:00:00,88.77,90.29,86.39,87.65,1223343.144
2026-03-02 20:00:00,87.65,88.25,86.35,86.64,651654.863
2026-03-03 00:00:00,86.65,87.32,85.23,86.31,536255.51
2026-03-03 04:00:00,86.31,86.82,85.38,85.58,339964.675
2026-03-03 08:00:00,85.58,85.77,83.7,84.21,747390.113
2026-03-03 12:00:00,84.22,85.37,82.5,85.04,907184.577
2026-03-03 16:00:00,85.03,87.34,84.15,85.08,1018149.72
2026-03-03 20:00:00,85.08,87.46,84.17,86.97,587798.15
2026-03-04 00:00:00,86.98,88.08,85.18,85.77,729459.902
2026-03-04 04:00:00,85.77,87.52,84.78,87.43,656759.196
2026-03-04 08:00:00,87.43,91.48,86.98,89.76,1680856.748
2026-03-04 12:00:00,89.76,93.12,88.69,92.94,1507049.042
2026-03-04 16:00:00,92.94,94.05,90.66,93.19,1058973.473
2026-03-04 20:00:00,93.19,93.76,90.29,90.85,696833.022
2026-03-05 00:00:00,90.86,91.42,89.61,90.03,547049.008
2026-03-05 04:00:00,90.03,91.32,89.7,90.16,403516.555
