vi_period,vi_threshold,stop_loss_pct,take_profit_pct,trailing_stop_pct,final_equity,total_return,max_drawdown,win_rate,profit_factor,num_trades,score
18,0.5,0.02,0.07,0.01,9893.021881,-0.010697811899999942,0.012176238234264265,0.34285714285714286,0.6129772612328601,105,-0.010697811899999942
18,0.5,0.02,0.06,0.01,9893.021881,-0.010697811899999942,0.012176238234264265,0.34285714285714286,0.6129772612328601,105,-0.010697811899999942
18,0.5,0.02,0.08,0.01,9893.021881,-0.010697811899999942,0.012176238234264265,0.34285714285714286,0.6129772612328601,105,-0.010697811899999942
18,0.5,0.03,0.04,0.01,9893.021881,-0.010697811899999942,0.012176238234264265,0.34285714285714286,0.6129772612328601,105,-0.010697811899999942
18,0.5,0.03,0.07,0.01,9893.021881,-0.010697811899999942,0.012176238234264265,0.34285714285714286,0.6129772612328601,105,-0.010697811899999942
18,0.5,0.03,0.08,0.01,9893.021881,-0.010697811899999942,0.012176238234264265,0.34285714285714286,0.6129772612328601,105,-0.010697811899999942
21,0.5,0.02,0.05,0.025,9891.727873500004,-0.010827212649999637,0.0167564050882168,0.3958333333333333,0.6994134527564295,48,-0.010827212649999637
24,0.35,0.03,0.07,0.025,9891.715491000003,-0.010828450899999734,0.017498118324915664,0.39080459770114945,0.8398755596795578,87,-0.010828450899999734
24,0.35,0.025,0.07,0.025,9891.715491000003,-0.010828450899999734,0.017498118324915664,0.39080459770114945,0.8398755596795578,87,-0.010828450899999734
24,0.25,0.025,0.08,0.025,9891.357578500001,-0.010864242149999882,0.02028139891779301,0.39705882352941174,0.8771836701015331,136,-0.010864242149999882
24,0.25,0.03,0.08,0.025,9891.357578500001,-0.010864242149999882,0.02028139891779301,0.39705882352941174,0.8771836701015331,136,-0.010864242149999882
24,0.25,0.03,0.07,0.025,9891.2114125,-0.010878858749999927,0.020136331561057184,0.39705882352941174,0.878298659281071,136,-0.010878858749999927
24,0.25,0.025,0.07,0.025,9891.2114125,-0.010878858749999927,0.020136331561057184,0.39705882352941174,0.878298659281071,136,-0.010878858749999927
24,0.35,0.03,0.06,0.025,9891.012513000001,-0.010898748699999851,0.017498118324915664,0.38636363636363635,0.8447783347281401,88,-0.010898748699999851
