year,1,2,3,4,5,6,7,8,9,10,11,12
2024,4.287295442857131,8.06964223889417,11.702413551229807,18.788286575481994,5.3924793540205185,5.33115958339534,7.9047960114456695,13.862141111820648,5.345289082525451,0.6463480613075223,4.5329814806796875,0.2633772678603874
