timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-05-05 20:00:00,146.48,147.73,144.95,146.72,328360.18,1746489599999,48175172.63082000,175747,173096.63600000,25407883.33830000,0
2025-05-06 00:00:00,146.72,146.83,143.8,144.63,367296.356,1746503999999,53384172.71994000,204679,209774.47100000,30503907.46443000,0
2025-05-06 04:00:00,144.63,145.88,144.32,145.28,204464.029,1746518399999,29655162.87528000,150133,91375.92700000,13253364.23114000,0
2025-05-06 08:00:00,145.27,145.28,142.0,142.57,424425.083,1746532799999,60885709.88601000,241140,180520.11200000,25903571.38322000,0
2025-05-06 12:00:00,142.57,143.96,141.41,143.18,462147.178,1746547199999,65986049.67097000,319701,232365.87600000,33182460.08842000,0
2025-05-06 16:00:00,143.18,145.28,142.42,144.85,381449.415,1746561599999,54893751.24191000,260261,218699.53000000,31468967.71893000,0
2025-05-06 20:00:00,144.85,147.23,143.52,146.88,512528.874,1746575999999,74653188.92858000,260059,267470.02300000,38987265.51058000,0
2025-05-07 00:00:00,146.89,149.54,145.43,146.24,576871.733,1746590399999,85339292.71470000,305706,282274.02400000,41763132.39829000,0
2025-05-07 04:00:00,146.23,147.32,145.43,147.27,197765.439,1746604799999,28922125.13740000,139570,96291.58200000,14084069.64410000,0
2025-05-07 08:00:00,147.27,148.29,146.93,147.59,275188.956,1746619199999,40636320.60310000,169558,153158.10500000,22622922.00898000,0
2025-05-07 12:00:00,147.6,147.74,145.43,145.75,380726.041,1746633599999,55862339.69867000,227497,234440.51300000,34406308.89283000,0
2025-05-07 16:00:00,145.75,147.34,144.68,145.77,525191.445,1746647999999,76654165.21566000,366324,305099.97600000,44530092.46559000,0
2025-05-07 20:00:00,145.77,148.35,145.48,147.32,484822.67,1746662399999,71495745.49134000,179583,262109.97900000,38654987.13992000,0
2025-05-08 00:00:00,147.32,151.19,147.08,150.87,586318.16,1746676799999,87545791.01223000,326067,290422.36200000,43404365.63770000,0
2025-05-08 04:00:00,150.88,151.97,149.97,151.57,786307.046,1746691199999,118747508.08870000,278756,385107.59300000,58153764.35004000,0
2025-05-08 08:00:00,151.57,155.28,151.53,154.57,695506.267,1746705599999,106985297.02281000,301943,353167.35600000,54303291.33056000,0
2025-05-08 12:00:00,154.57,163.18,154.18,160.24,1803513.916,1746719999999,285417332.21736000,778822,1072626.80900000,169811243.58167000,0
2025-05-08 16:00:00,160.23,161.07,158.52,160.53,1104587.546,1746734399999,176395903.33269000,449940,618277.49500000,98701941.73607000,0
2025-05-08 20:00:00,160.54,164.6,159.75,164.46,1064389.683,1746748799999,172294498.31265000,544695,494748.62400000,80120688.50577000,0
2025-05-09 00:00:00,164.46,164.46,161.34,161.37,644843.302,1746763199999,104981915.35756000,382003,332639.14900000,54166364.09454000,0
2025-05-09 04:00:00,161.37,166.91,161.07,165.08,826538.8,1746777599999,135570161.55203000,433889,467131.11300000,76651052.54214000,0
2025-05-09 08:00:00,165.08,176.15,164.3,172.32,2367640.729,1746791999999,401868912.18985000,1295360,1258725.34200000,213755221.42293000,0
2025-05-09 12:00:00,172.33,173.44,167.36,170.75,1428271.654,1746806399999,243762591.50607000,799410,660403.17100000,112688626.85517000,0
2025-05-09 16:00:00,170.76,172.58,168.59,171.89,672993.851,1746820799999,115004788.08060000,420503,366567.18900000,62660462.79213000,0
2025-05-09 20:00:00,171.9,173.81,171.15,172.78,378286.313,1746835199999,65247461.34016000,234132,198972.56100000,34312045.97909000,0
2025-05-10 00:00:00,172.77,175.19,170.66,171.59,449443.818,1746849599999,77499863.46588000,384490,219175.39900000,37833466.16660000,0
2025-05-10 04:00:00,171.59,172.54,169.76,172.32,387316.261,1746863999999,66360987.83397000,324414,210067.32400000,36004933.09223000,0
2025-05-10 08:00:00,172.32,173.4,168.72,169.0,671046.586,1746878399999,114900346.05229000,441004,298576.34500000,51178160.16836000,0
2025-05-10 12:00:00,169.0,172.03,169.0,171.07,415046.499,1746892799999,70981797.61362000,307315,205980.81400000,35229608.23691000,0
2025-05-10 16:00:00,171.07,173.83,170.86,172.22,523576.162,1746907199999,90189733.33721000,348476,266605.53500000,45933769.47399000,0
2025-05-10 20:00:00,172.22,178.98,171.41,177.89,893271.853,1746921599999,156613979.14275000,490853,518773.93300000,90963779.77542000,0
2025-05-11 00:00:00,177.89,180.26,172.92,175.86,1151356.383,1746935999999,204332839.92486000,859182,591117.18700000,105002503.61848000,0
2025-05-11 04:00:00,175.86,177.7,172.29,172.6,476338.515,1746950399999,83418492.80228000,397372,204743.59500000,35897040.44862000,0
2025-05-11 08:00:00,172.61,175.04,172.58,174.76,320930.122,1746964799999,55821113.08220000,269364,161562.10400000,28109246.94718000,0
2025-05-11 12:00:00,174.76,175.22,169.35,170.48,582839.69,1746979199999,100397313.14856000,424150,256888.55400000,44300057.65376000,0
2025-05-11 16:00:00,170.48,173.43,169.4,172.73,419532.052,1746993599999,72012667.03502000,345756,229199.05100000,39366857.00365000,0
2025-05-11 20:00:00,172.72,173.85,171.26,173.19,259732.758,1747007999999,44772100.13668000,245474,134658.63100000,23217255.43034000,0
2025-05-12 00:00:00,173.2,176.88,171.74,174.9,698943.076,1747022399999,121971973.49778000,540189,330309.81600000,57645424.90891000,0
2025-05-12 04:00:00,174.9,179.79,173.63,176.09,1397760.785,1747036799999,247566414.21089000,767806,679547.46000000,120413543.68443000,0
2025-05-12 08:00:00,176.08,177.01,173.64,174.11,791743.579,1747051199999,138948885.75210000,512086,381924.86500000,67048345.67923000,0
2025-05-12 12:00:00,174.1,181.46,174.0,174.4,1841197.937,1747065599999,326444682.82711000,1081267,979524.77900000,173807791.68227000,0
2025-05-12 16:00:00,174.39,176.67,168.31,171.22,1132361.922,1747079999999,195475939.34250000,705237,582973.51400000,100802670.86490000,0
2025-05-12 20:00:00,171.22,174.81,170.41,174.22,383725.678,1747094399999,66342888.63164000,263677,241239.48600000,41721944.11372000,0
2025-05-13 00:00:00,174.22,174.38,166.94,166.97,725687.793,1747108799999,123466589.84933000,622883,292357.77100000,49786765.22235000,0
2025-05-13 04:00:00,166.98,172.44,166.18,171.49,531456.72,1747123199999,90297811.29687000,340891,312544.13400000,53127966.87765000,0
2025-05-13 08:00:00,171.49,175.15,170.93,174.0,444451.876,1747137599999,77030278.92418000,372884,238561.33800000,41362582.33489000,0
2025-05-13 12:00:00,174.0,176.31,172.11,176.09,968525.19,1747151999999,168857199.75120000,619342,498760.20300000,87011251.76906000,0
2025-05-13 16:00:00,176.08,184.45,175.72,182.05,1184464.876,1747166399999,212371895.84588000,682064,661258.21800000,118679757.56372000,0
2025-05-13 20:00:00,182.05,184.83,180.35,183.75,732456.943,1747180799999,133953381.02526000,498561,389489.41800000,71239365.47440000,0
2025-05-14 00:00:00,183.75,184.88,179.11,180.28,892108.183,1747195199999,162223847.02060000,605079,446657.56800000,81222827.53405000,0
2025-05-14 04:00:00,180.28,183.99,179.86,181.72,537256.044,1747209599999,97795672.87258000,382233,286429.89900000,52134710.07200000,0
2025-05-14 08:00:00,181.73,182.62,177.57,181.06,708105.908,1747223999999,127507208.83179000,513276,327079.13800000,58910826.49234000,0
2025-05-14 12:00:00,181.06,181.89,175.6,177.35,766121.297,1747238399999,136748816.70965000,602351,344769.07000000,61548933.52455000,0
2025-05-14 16:00:00,177.34,177.68,173.23,177.06,482846.691,1747252799999,84949771.87834000,401263,229591.51700000,40425289.69280000,0
2025-05-14 20:00:00,177.07,177.69,175.22,176.64,232717.13,1747267199999,41076489.11802000,211091,107196.58900000,18922697.70706000,0
2025-05-15 00:00:00,176.63,178.33,174.06,174.06,426083.866,1747281599999,75079590.80072000,381765,195404.39000000,34448907.11569000,0
2025-05-15 04:00:00,174.06,175.29,169.76,170.4,515629.439,1747295999999,88965581.55770000,432721,210216.86900000,36340206.19181000,0
2025-05-15 08:00:00,170.4,173.06,168.67,171.09,491536.874,1747310399999,83947393.19503000,398172,249299.07100000,42577054.84000000,0
2025-05-15 12:00:00,171.08,172.84,166.98,172.23,967334.357,1747324799999,164439139.51997000,687333,506889.00200000,86240526.83999000,0
2025-05-15 16:00:00,172.23,174.49,167.72,169.76,630724.358,1747339199999,108268293.29145000,519153,302755.66500000,51999465.61097000,0
2025-05-15 20:00:00,169.77,170.66,166.7,169.16,514728.83,1747353599999,86875971.31995000,337571,257714.87400000,43505415.42777000,0
2025-05-16 00:00:00,169.16,173.68,168.69,172.62,601701.173,1747367999999,103153474.75762000,479747,306604.78600000,52552249.26805000,0
2025-05-16 04:00:00,172.62,173.52,170.98,172.13,325723.391,1747382399999,56137551.30657000,286549,158750.14900000,27369194.92229000,0
2025-05-16 08:00:00,172.13,174.21,169.35,172.81,470266.696,1747396799999,80895894.71178000,302847,256665.76200000,44177646.02952000,0
2025-05-16 12:00:00,172.82,174.2,170.85,172.08,572666.991,1747411199999,98851328.53230000,393345,279769.07300000,48308857.93763000,0
2025-05-16 16:00:00,172.09,172.72,169.73,171.44,338527.912,1747425599999,57843168.97137000,303327,154359.36900000,26377182.83350000,0
2025-05-16 20:00:00,171.43,171.43,166.36,167.4,457500.508,1747439999999,77042215.29294000,267432,219853.29800000,37042001.66956000,0
2025-05-17 00:00:00,167.4,168.65,164.01,168.26,718454.782,1747454399999,119296421.52561000,503955,326055.31500000,54168328.10886000,0
2025-05-17 04:00:00,168.26,169.99,166.97,168.55,308739.525,1747468799999,52011548.98008000,244724,148866.85700000,25085363.42721000,0
2025-05-17 08:00:00,168.55,169.38,166.71,167.6,308673.825,1747483199999,51851881.02336000,279845,157678.15900000,26491780.67670000,0
2025-05-17 12:00:00,167.6,168.23,165.82,167.31,246994.126,1747497599999,41333527.90242000,253745,116046.01100000,19421865.62176000,0
2025-05-17 16:00:00,167.31,167.52,164.4,165.25,355959.501,1747511999999,59061075.09457000,302465,160476.84000000,26628437.37114000,0
2025-05-17 20:00:00,165.25,167.93,164.36,165.94,323299.947,1747526399999,53684721.16514000,234925,171085.12300000,28409488.32835000,0
2025-05-18 00:00:00,165.94,167.9,165.85,166.9,257060.17,1747540799999,42908560.39487000,221830,141204.24400000,23568038.52881000,0
2025-05-18 04:00:00,166.91,170.72,166.88,170.68,291793.914,1747555199999,49379704.98908000,203402,140305.61300000,23746618.09169000,0
2025-05-18 08:00:00,170.68,172.0,170.56,170.79,274171.724,1747569599999,46962380.34238000,228944,120048.15200000,20565361.21774000,0
2025-05-18 12:00:00,170.78,176.67,170.2,176.26,564060.339,1747583999999,97919711.72789000,376975,297802.90700000,51725455.68632000,0
2025-05-18 16:00:00,176.26,176.77,166.51,166.65,956928.492,1747598399999,164316645.27814000,672683,422299.29900000,72466271.41792000,0
2025-05-18 20:00:00,166.64,174.28,164.54,173.3,850596.297,1747612799999,143023551.89573000,547380,440684.06000000,74211503.57822000,0
2025-05-19 00:00:00,173.3,173.94,165.0,165.35,833700.651,1747627199999,140416184.12434000,622678,399670.99100000,67352101.14923000,0
2025-05-19 04:00:00,165.35,166.84,159.44,161.89,1070074.648,1747641599999,174245933.42856000,693366,498736.02500000,81295648.99100000,0
2025-05-19 08:00:00,161.9,162.7,160.44,162.19,450687.283,1747655999999,72865889.29612000,371527,207559.46400000,33571935.75598000,0
2025-05-19 12:00:00,162.19,164.76,160.16,164.21,704323.095,1747670399999,114598432.07114000,449378,338135.68100000,55029048.15538000,0
2025-05-19 16:00:00,164.2,167.39,162.78,166.61,655781.865,1747684799999,108422429.65726000,419937,340503.63200000,56330985.57111000,0
2025-05-19 20:00:00,166.6,167.8,165.14,166.86,361785.202,1747699199999,60134597.06922000,221297,212990.81700000,35391389.99023000,0
2025-05-20 00:00:00,166.87,173.11,166.78,169.19,939665.023,1747713599999,159591690.99754000,584772,498824.65700000,84791466.56751000,0
2025-05-20 04:00:00,169.18,170.64,167.08,167.34,438612.635,1747727999999,74055049.92640000,308458,246688.81400000,41667522.13806000,0
2025-05-20 08:00:00,167.35,168.14,165.23,166.47,412925.344,1747742399999,68853723.50178000,299318,211247.08600000,35227157.22597000,0
2025-05-20 12:00:00,166.46,167.36,164.51,166.64,465567.783,1747756799999,77257358.76895000,386471,244551.95600000,40591546.29277000,0
2025-05-20 16:00:00,166.63,169.13,164.56,168.17,493020.493,1747771199999,82151783.40896000,412141,239495.70000000,39912225.86053000,0
2025-05-20 20:00:00,168.16,169.38,166.26,168.59,385629.148,1747785599999,64790550.23955000,375005,190989.77900000,32098403.83793000,0
2025-05-21 00:00:00,168.59,170.92,166.78,169.97,564366.717,1747799999999,95306202.74996000,414295,290222.19900000,49061076.78336000,0
2025-05-21 04:00:00,169.97,171.76,168.32,168.85,588141.319,1747814399999,100203948.53249000,470741,283793.60000000,48371643.20883000,0
