year,1,2,3,4,5,6,7,8,9,10,11,12
2025,2.0500904714285673,13.964888158516553,18.09889498145809,1.879966158974855,11.263956396476416,14.66251132371732,4.596593513389746,3.7010508952161514,5.5003028653502595,15.834298147477789,1.458035668076918,8.902649448351042
