coin,tf,family,name,params,is_sh,oos_sh,oos_ret,n_trades
AAVEUSDT,4h,trend,price_ema,"{""span"": 50, ""thr"": 0.0}",-0.22783095884949464,-2.4788082872896564,-0.6465294831187505,85.5
AAVEUSDT,4h,trend,price_ema,"{""span"": 50, ""thr"": 0.02}",-0.9760928805455856,-2.4848646541125943,-0.5905686031998851,87.5
AAVEUSDT,4h,trend,price_ema,"{""span"": 50, ""thr"": 0.05}",-1.4591744521880377,-2.2609378546915093,-0.4373080500460389,58.0
AAVEUSDT,4h,trend,price_ema,"{""span"": 100, ""thr"": 0.0}",-0.7561184289815116,-2.115349008573377,-0.5981595479833177,65.5
AAVEUSDT,4h,trend,price_ema,"{""span"": 100, ""thr"": 0.02}",-0.8258968702272667,-1.9227265861788712,-0.5211443681082297,54.5
AAVEUSDT,4h,trend,price_ema,"{""span"": 100, ""thr"": 0.05}",-0.5713931049879374,-2.627887328929737,-0.5393369871000844,60.5
AAVEUSDT,4h,trend,donchian,"{""lb"": 10}",-2.3356796086784657,-3.4584107785528535,-0.5370312007845752,160.5
AAVEUSDT,4h,trend,donchian,"{""lb"": 20}",-1.487545662004799,-1.6141844216558985,-0.29279994292734013,106.5
AAVEUSDT,4h,trend,donchian,"{""lb"": 55}",-1.4326416123420158,-0.06870562145381577,-0.033316734126995096,49.0
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 5, ""thr"": 0.0}",-1.672710255668795,-2.8714186415755893,-0.6932380617245102,224.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 5, ""thr"": 0.02}",-2.283417259703412,-2.6254135127801503,-0.5547523829607394,155.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 5, ""thr"": 0.05}",-1.4210729036526826,-1.6039700120102156,-0.26707416144820784,68.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 10, ""thr"": 0.0}",-1.8230735777802198,-2.4823267050652795,-0.6471531076514152,158.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 10, ""thr"": 0.02}",-0.5689660332069872,-2.109301871749973,-0.5320473443249139,137.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 10, ""thr"": 0.05}",-1.7500937634718383,-2.621253282825561,-0.4687772011408753,78.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 20, ""thr"": 0.0}",-1.1491781983664402,-1.9184756516208519,-0.5692123611687119,122.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 20, ""thr"": 0.02}",-1.4025579701444724,-1.6399332543700917,-0.4729380895486901,100.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 20, ""thr"": 0.05}",-1.6814263331153965,-1.0937846927187092,-0.3042095448767854,64.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 50, ""thr"": 0.0}",-0.44330232567139577,-1.6615713569232287,-0.5266478049701034,65.5
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 50, ""thr"": 0.02}",-0.19548879948839545,-1.683517082978971,-0.5043216367633059,56.0
AAVEUSDT,4h,momentum,mom_ret,"{""lb"": 50, ""thr"": 0.05}",-0.6454015198635444,-1.5048033961658092,-0.4247120890400954,57.0
AAVEUSDT,4h,meanrev,rsi,"{""ob"": 65, ""os_"": 20}",-0.9327979263987525,-1.6676974249285332,-0.27033596972014307,47.5
AAVEUSDT,4h,meanrev,rsi,"{""ob"": 65, ""os_"": 30}",-1.2717436739267727,-1.5780311508697595,-0.2909775682863849,63.5
AAVEUSDT,4h,meanrev,rsi,"{""ob"": 65, ""os_"": 35}",-1.1670794590021272,-1.8512010698281793,-0.360914298161208,75.5
AAVEUSDT,4h,meanrev,rsi,"{""ob"": 70, ""os_"": 20}",0.2559861346548701,-2.1608179705497,-0.30422294245529935,31.5
AAVEUSDT,4h,meanrev,rsi,"{""ob"": 70, ""os_"": 30}",-0.4463922067778063,-1.9828342287949403,-0.3239059062817198,47.5
AAVEUSDT,4h,meanrev,rsi,"{""ob"": 70, ""os_"": 35}",-0.45223002759562264,-2.213077165385038,-0.390594642614166,59.5
AAVEUSDT,4h,meanrev,rsi,"{""ob"": 80, ""os_"": 20}",-0.35766512358848546,-1.5889676765834733,-0.17888968655756576,19.0
AAVEUSDT,4h,meanrev,rsi,"{""ob"": 80, ""os_"": 30}",-0.9115306637486496,-1.3889125601883328,-0.2021182256732721,35.0
AAVEUSDT,4h,meanrev,rsi,"{""ob"": 80, ""os_"": 35}",-0.8156766906624408,-1.7010052004303262,-0.2808198853489312,47.0
AAVEUSDT,4h,meanrev,zscore,"{""lb"": 20, ""z"": 1.5}",-2.174808394587454,-2.0734606719380313,-0.3874447712012651,84.5
AAVEUSDT,4h,meanrev,zscore,"{""lb"": 20, ""z"": 2.0}",-1.9435386050835024,-1.7915391242333665,-0.24207528060205918,54.5
AAVEUSDT,4h,meanrev,zscore,"{""lb"": 20, ""z"": 2.5}",-1.8803839979920969,-0.25202591691008497,-0.028797179520132277,28.0
