dataset,family,name,params,bars,ppy,is_sharpe,oos_sharpe,oos_ret,oos_maxdd,oos_calmar,turnover,n_trades,total_cost,total_funding,is_ret
dex_1h_SOL,meanrev,rsi,"{""ob"": 80, ""os_"": 20}",5002,8760,-3.72974051608435,-3.559565289150305,-0.13795124615259935,0.14509783582526822,-3.293500308769303,90.0,45.0,0.1305,0.00017814986250000003,-0.26906124618233707
dex_1h_SOL,meanrev,rsi,"{""ob"": 80, ""os_"": 30}",5002,8760,-5.638327843503828,-4.2632121989766825,-0.24022051187281535,0.27114568566522956,-2.5802322230649835,150.0,75.0,0.21749999999999997,0.00024240475000000003,-0.4981745740908645
dex_1h_SOL,meanrev,rsi,"{""ob"": 80, ""os_"": 35}",5002,8760,-5.813997214227204,-2.3138445646620567,-0.16692517942522633,0.23661202164605155,-2.326419101047721,216.0,108.0,0.3132,0.00025979588750000003,-0.5477508154516462
dex_1h_SOL,meanrev,zscore,"{""lb"": 20, ""z"": 1.5}",5002,8760,-7.284970620003513,-2.382920577146387,-0.18916356328861128,0.22984430101086928,-2.6133975835803454,386.0,193.0,0.5597,0.00034813597499999997,-0.6665716437436886
dex_1h_SOL,meanrev,zscore,"{""lb"": 20, ""z"": 2.0}",5002,8760,-7.569889262312175,-3.1658547589251405,-0.17043561297044507,0.17043561297044507,-3.2780282044153024,220.0,110.0,0.31899999999999995,0.000189197125,-0.5542626955833503
dex_1h_SOL,meanrev,zscore,"{""lb"": 20, ""z"": 2.5}",5002,8760,-4.817726060683345,-3.2786989802864634,-0.12725937384161945,0.12921211611158911,-3.4743668158382204,108.0,54.0,0.1566,5.755469999999999e-05,-0.30312311785078727
dex_1h_SOL,meanrev,zscore,"{""lb"": 50, ""z"": 1.5}",5002,8760,-3.71915095139084,-3.2972155783362083,-0.2813136196048497,0.3047578321195039,-2.508610092266688,264.0,132.0,0.3828,0.0006007396750000001,-0.43408832911085293
dex_1h_SOL,meanrev,zscore,"{""lb"": 50, ""z"": 2.0}",5002,8760,-4.057264579096094,-0.4783390749783354,-0.03443117826818742,0.1315497072560197,-1.0809927864582025,196.0,98.0,0.2842,0.0002717947625,-0.36016373632789467
dex_1h_SOL,meanrev,zscore,"{""lb"": 50, ""z"": 2.5}",5002,8760,-2.83047521982078,-1.8508649864231121,-0.06238280577190647,0.09177798917631963,-2.677318914628248,94.0,47.0,0.13629999999999998,0.00010804272500000001,-0.1985639902245958
dex_1h_SOL,meanrev,bb,"{""span"": 20, ""mult"": 1.5}",5002,8760,-7.284970620003513,-2.382920577146387,-0.18916356328861128,0.22984430101086928,-2.6133975835803454,386.0,193.0,0.5597,0.00034813597499999997,-0.6665716437436886
dex_1h_SOL,meanrev,bb,"{""span"": 20, ""mult"": 2.0}",5002,8760,-7.569889262312175,-3.1658547589251405,-0.17043561297044507,0.17043561297044507,-3.2780282044153024,220.0,110.0,0.31899999999999995,0.000189197125,-0.5542626955833503
dex_1h_SOL,meanrev,bb,"{""span"": 20, ""mult"": 2.5}",5002,8760,-4.817726060683345,-3.2786989802864634,-0.12725937384161945,0.12921211611158911,-3.4743668158382204,108.0,54.0,0.1566,5.755469999999999e-05,-0.30312311785078727
dex_1h_SOL,meanrev,bb,"{""span"": 50, ""mult"": 1.5}",5002,8760,-3.71915095139084,-3.2972155783362083,-0.2813136196048497,0.3047578321195039,-2.508610092266688,264.0,132.0,0.3828,0.0006007396750000001,-0.43408832911085293
dex_1h_SOL,meanrev,bb,"{""span"": 50, ""mult"": 2.0}",5002,8760,-4.057264579096094,-0.4783390749783354,-0.03443117826818742,0.1315497072560197,-1.0809927864582025,196.0,98.0,0.2842,0.0002717947625,-0.36016373632789467
dex_1h_SOL,meanrev,bb,"{""span"": 50, ""mult"": 2.5}",5002,8760,-2.83047521982078,-1.8508649864231121,-0.06238280577190647,0.09177798917631963,-2.677318914628248,94.0,47.0,0.13629999999999998,0.00010804272500000001,-0.1985639902245958
dex_1h_SOL,carry,funding,"{""thr"": 5e-05}",5002,8760,-1.4849044945714376,2.1720927304255078,0.01729929979564826,0.007940305751255353,9.820310880284616,8.0,4.0,0.0116,7.58826625e-05,-0.08776428504398204
dex_1h_SOL,carry,funding,"{""thr"": 0.0001}",5002,8760,0.8100280649250409,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.02227953511662939
